query,recordID,insertUserID,name,bodyPlainText,dateInserted
depressione,6098762,34981562,Confusione mentale e visiva,"Ciao a tutti! È da qualche mese che avverto confusione mentale e visiva. Ho pseudo giramenti. Mi sento sempre sbandare e la testa pesante. Come se avessi un galleggiante al suo interno. Ho consultato vari primari di neurologia, tra cui tutti gli accertamenti del caso e fortunatamente non è uscito nulla. Mi hanno parlato di possibile depressione/ansia e in realtà io ne ho sempre sofferto ma non in questo modo così pesante. Sembra di stare in una bolla e mi sembra di impazzire. C’è qualcuno che può aiutarmi? Qualcuno di voi riconosce queste sintomi? Sono spaventata.",2024-11-06T16:00:30+00:00
depressione,6098016,34987100,Effetti collaterali degli antidepressivi.... sono preoccupata 😔,"Mio marito sta prendendo antidepressivi da tre mesi ma non stanno facendo effetto. Gli hanno cambiato la medicina da una settimana (adesso prende la duloxetina) ma ci vorranno altre tre settimane per vedere dei risultati. Gli effetti collaterali sono tremendi, lo fanno stare quasi peggio della depressione. É sempre stanco, debole, lento, gli tremano le mani… non può fare niente. In più di notte ha gli incubi e non dorme bene. Gli hanno detto che se la medicina funziona gli effetti collaterali dovrebbero scomparire.  É vero? Qualcuno ha dovuto prendere gli antidepressivi e davvero dopo qualche settimana passano e va tutto bene? Sono molto preoccupata. I giorni sembrano interminabili.",2024-10-23T21:35:30+00:00
depressione,6097907,34979371,Separazione,"Si può vivere separati in casa,  io ho 31 anni e lui 43. Ho rinunciato alla mia adolescenza per lui che era un narcisista patologico com'è tutt ora.  Continui tradimenti, possesivita' ecc ecc... Essendo molto piccola quando l ho conosciuto ero ingenua però l ho poi capito col tempo.  Nonostante le schifosita' fatte non sono riuscita a porre fine. Perché su alcune cose andava bene però poi sono iniziate le problematiche nella sua famiglia e lui è scappato. Riappare  scompare...di tutto ciò sono tutti ignari e ce la vedevamo sempre noi. Ma adesso che i suoi sono anziani non voglio passare x insensibile o egoista ma giustamente mi sento bloccata in una situazione che non è giusto.  Lui ha fatto tutto ciò che voleva alla mia età e adesso non lo so se io lo farei ma non riesco a pensare di dover rinunciare a vivere serenamente la mia età x stare alle sue problematiche.  Come del resto stessa cosa da parte mia.  Sono mesi distruttivi perché vorrei si sistemi tutto Ma il pensiero dei suoi familiari che mi possano dire o comunque far capire che sono cattiva perché ignoro la situazione quando nessuno sa cosa ho dovuto sopportare io mi strazia. Ma anche vivere separati in casa x motivi economici...non è x niente semplice. Io poi sono distante dalla mia famiglia ,fatico a guidare...sono in una città grande e mi dedico a lavorare per non pensare perché altre cose di svago non le riesco più a godere,  sto troppo male e vivo tutto in una forte depressione che nascondo ma sto impazzendo. Penso che se avessi sostanze mi butterei a quello perché sono troppo fragile...e come se prima lo percepivo diversamente adesso sono veramente esausta da prendere qualsiasi decisione.",2024-10-22T06:01:45+00:00
depressione,6096655,34967221,PSICHIATRA,"Buonasera, la settimana scorsa sono andata da uno psichiatra importante che ha guarito la figlia di una un'amica di mamma che soffriva di depressione.  Prima sono andata a fare un colloquio con una dottoressa (psicologa) che mi ha fatto l'anamnesi. Mi ha fatto varie domande sui miei genitori, sui miei fratelli e alla fine quando mio padre le ha parlato delle mie ossessioni con i lavaggi (anche se ha esagerato dicendo che mi lavo le mani 100 volte, ma io me le lavo solo 2 volte perchè sono sporche). Però per la doccia ci metto 1 ora quando mi devo fare anche i capelli, perchè voglio fare le cose con calma e lavarmi bene i capelli, invece mia madre arronza per fare presto.  Comunque per farla breve la dottoressa mi ha fatto l'anamnesi di ""temperamento ciclotimico"" che è una forma più lieve  del disturbo bipolare.  E poi mi ha chiesto se avessi dei momenti in cui stavo più sù ed altri più giù. Ma più che altro penso che la mia irrequietezza/ansia sociale sia dovuta ai mia madre che mi giudica molto o comunque si sente in dovere di dire qualcosa, quando per esempio qualcuno estraneo alla casa mi dice che sto nervosa. Quindi penso che anche se, prendessi i farmaci che mi ha prescritto il medico per il disturbo bipolare (episodio depressivo e mania), se vivo ancora con loro, la situazione non cambierebbe. Perchè pure la psicologa da cui andavo prima ha detto che le unghie me le mangiavo per colpa loro. Perchè mia madre è molto pesante e meschina. Per esempio quando le raccontai che avevo litigato con le colleghe del mio corso, lei ha pensato che fossi io che ero disadattata. Invece anche i miei colleghi mi hanno difeso dicendo che la mia collega si credeva di essere chissà chi per avermi eliminato dal gruppo dei colleghi. Però mia madre, conoscendomi avrebbe dovuto difendere me. Invece lei mette sempre in dubbio me.",2024-09-26T20:31:20+00:00
depressione,6096368,34987100,Convivere con una persona depressa,"Mio marito è in depressione dai primi di luglio. Lo segue uno psicologo e prende dei farmaci che dovrebbero farlo stare meglio ma non stanno facendo effetto.  Dorme molto, fa uno o due pisolini al giorno e qualsiasi cosa lo stanca. Non è triste ma è lento, qualsiasi cosa la fa come se fosse al rallentatore. Io cerco di fare una vita normale ma ovviamente mi è difficile e non riesco a non farmi influenzare dalla sua situazione in casa. Magari qualcuno di voi ci è già passato e mi può dare qualche consiglio. O tranquillizzarmi sul fatto che presto tornerà tutto come prima.",2024-09-18T19:48:52+00:00
depressione,6096039,20353775,Suicidio assistito,Conoscete qualcuno che è riuscito ad ottenere il suicidio assistito per depressione cronica invalidante e incurabile?,2024-09-12T08:41:32+00:00
depressione,6096038,34981197,Vergogna dopo scelta sbagliata (2 volte),"Ciao a tutti Sono un maschio di 30 anni e scrivo perché sono sull’orlo del burnout e dell’esaurimento psicofisico, e tutto questo per causa mia. Ad aprile ho cambiato lavoro e da subito mi sono trovato male, sia per la nuova situazione (confusione, mansioni poco chiare, ecc) sia personalmente, in quanto non ero convintissimo della scelta.  Ho cominciato quindi a mandare candidature e a fare colloqui, ed ero arrivato ad una proposta di lavoro da un’azienda che avevo contattato. Si trattava di una proposta ottima: a 5min da casa, stipendio più alto di circa 200 euro e buoni pasto. Ma non è finita qui, avrei avuto l’uscita anticipata al venerdì pomeriggio, uscendo alle 14.  Inizialmente mi avevano proposto un tempo determinato, a fronte del mio indeterminato e questo mi aveva un po’ destabilizzato, contrattando poi avevano approvato anche il tempo indeterminato. Era un’offerta ottima. Una persona sana di mente avrebbe accettato mentre io ho rifiutato per ben due volte, la seconda dopo averli ricontattati personalmente. Perché questo? Perché al momento di dire di si ero estremamente titubante, e avevo come degli attacchi di panico. Siccome avevo già sbagliato a cambiare lavoro, avevo una paura estrema di ricadere nello stesso errore.  Oggi però, a distanza di 2 mesi dall’accaduto, non so darmi pace. Ogni mattina e ogni sera sto nel traffico almeno mezz’ora e questa cosa mi pesa tantissimo perché non arrivo mai a casa prima delle 18:30. Il venerdì le ore dalle 14:30 in poi penso a quanto co*****e sono stato a rifiutare un lavoro del genere e che sarei già a godermi il weekend mentre mi tocca lavorare per altre 3 ore minimo. Ogni mattina mi sveglio con il magone, non ho più stimoli, non voglio fare niente. Sto cadendo in una lenta depressione da cui non vedo via d’uscita se non la morte, cosa a cui penso spesso.  Me la prendo con i miei genitori e la mia ragazza perché al tempo si sono opposti a questo cambiamento e io li ho anche ascoltati, fidandomi della loro parola anche se poi però sono io che mi sveglio tutti i giorni per andare in questo luogo che non mi piace. Sto ingrassando a vista d’occhio perché non ho più voglia di fare sport, davvero non ne esco.  Non so neanche se chiedere aiuto, non so se ci sia una via d’uscita. Al momento non ne vedo.  Grazie a chiunque voglia contribuire.",2024-09-12T08:28:19+00:00
depressione,6096002,20353775,Depressione?,"Ciao a tutti, Volevo il parere di qualcuno che è stato depresso ed eventualmente ne è uscito, oppure di qualcuno che ha avuto parenti/amici stretti con depressione ed ha visto un po' il decorso/evoluzione della malattia. Io ho aumentato la dose di antidepressivi a luglio e dopo una fase iniziale in cui l umore sembrava essere migliorato ora mi ritrovo di nuovo a vedere come unica salvezza l idea di farla finita. Secondo voi sono alti e bassi normali o ogji volta devo alzare la terapia? Grazie",2024-09-11T13:08:44+00:00
depressione,6095825,34993143,Qualcuno può darmi un consiglio!,"Buongiorno ho 36 anni e da svariati mesi soffro di acuti attacchi d ansia,sono sempre irrequieta impaurita,non riesco a fare più quello che facevo prima. Ho 2 ragazzi di 14 e 7 anni....mi dico sempre che non manca nulla figli marito una casa insomma apparentemente ho tutto....eppure da  maggio dove ho subito un operazione di rimozione di bendaggio gastrico perché mi aveva dato problemi sono entrata in un vortice di paura ansia e credo anche depressione.piango sempre mi semto semsa speranza. Ho fatto 5 sedute da una psicologa ma senza trovare giovamento,ansi mi faceva sentire sbagliata e inadeguata, come se la mia condizione dipendesse solo dalla mia volontà.  Da lì ho deciso di fare una visita psichiatrica perché la situazione era insostenibile ho fatto un estate tremanda dove mi trascinavo per portare i miei figli a mare ma con un oppressione ed ansia costante.lo psichiatra mi ha prescritto Escitalopram e xanax al bisogno. Ad oggi sono 26 giorno di assunzione di escitalopram a 10 gocce,ma non ho trovato giovamento ed ho paura di non riuscire a guarire..... Io Ho due figli e non posso mollare anche se le forze mi mancano. Qualcuno che sta vivendo la mia stessa situazione?",2024-09-08T16:04:33+00:00
depressione,6095824,34993143,Qualcuno può darmi un consiglio!,"Buongiorno ho 36 anni e da svariati mesi soffro di acuti attacchi d ansia,sono sempre irrequieta impaurita,non riesco a fare più quello che facevo prima. Ho 2 ragazzi di 14 e 7 anni....mi dico sempre che non manca nulla figli marito una casa insomma apparentemente ho tutto....eppure da  maggio dove ho subito un operazione di rimozione di bendaggio gastrico perché mi aveva dato problemi sono entrata in un vortice di paura ansia e credo anche depressione.piango sempre mi semto semsa speranza. Ho fatto 5 sedute da una psicologa ma senza trovare giovamento,ansi mi faceva sentire sbagliata e inadeguata, come se la mia condizione dipendesse solo dalla mia volontà.  Da lì ho deciso di fare una visita psichiatrica perché la situazione era insostenibile ho fatto un estate tremanda dove mi trascinavo per portare i miei figli a mare ma con un oppressione ed ansia costante.lo psichiatra mi ha prescritto Escitalopram e xanax al bisogno. Ad oggi sono 26 giorno di assunzione di escitalopram a 10 gocce,ma non ho trovato giovamento ed ho paura di non riuscire a guarire..... Io Ho due figli e non posso mollare anche se le forze mi mancano. Qualcuno che sta vivendo la mia stessa situazione?",2024-09-08T16:04:33+00:00
ansia,6101660,34992711,Lei assume dei farmaci,"Lei 30 anni. Da poco di un anno conviviamo insieme. Per caso gli trovo delle scatole di antidepressivi. Lei non mi aveva detto nulla che soffrisse di ansia e depressione.  Volevo sapere se questo potrà influire sul nostro rapporto futuro. Da qualche giorno ha avuto una  ricaduta prendendoli di nuovo.  Io sono davvero preccoupato se diventerà dipendente dai farmaci o avrà un cambiamento di umore che potrà influire sul nostro rapporto.  Poi mi ha detto di non dire nulla a nessuno, ma io ho sempre detto tutto ad i miei. Che mi chiedono come sta devo mentire ogni volta... È normale così?   Grazie mille",2024-12-30T15:11:32+00:00
ansia,6101380,34996323,ansia e disagi,"quando esco col mio ragazzo mi sento delle farfalle allo stomaco ma positive, solo che mi causano questo disagio di vomito ogni volta e non riesco mai a mangiare con lui e neanche prima di vederlo mangio perché mi si forma un nodo alla gola e allo stomaco e una nausea che se mangio vomito. con lui mi trovo bene non c’è nessun tipo di malessere ne problemi, quando lo vedo sono sempre felice e agitata ma in senso positivo solo che mi viene sempre questo disagio.. io soffro d’ansia ma questa cosa mi capita solo nella situazione con lui, non so proprio cosa fare ho provato anche diversi percorsi con psicoterapia ma nulla..",2024-12-24T07:46:17+00:00
ansia,6101061,34967527,Le paure dei bambini,"Mi sto interrogando da dove nascono le paure nei bambini. Mia figlia ultimamente manifesta di vivere con sempre maggiore ansia problemi o errori legati alla scuola, se per esempio dimentica un compito o se la maestra la riprende per qualche motivo. Ha reazioni di pianto e ansia molto forti, ed è sempre molto preoccupata di fare bene e non essere ripresa. Eventi che per lei sono drammatici, confrontandomi con le maestre mi dicono di averle fatto un piccolo appunto e nulla più. Ho indagato un po' con lei e mi dice che ha paura di essere presa in giro dai compagni se dovesse sbagliare qualcosa. Però ammette di non essere mai stata presa in giro, mi dice che  è qualcosa che si sente dentro.  È una bambina socievole, frequenta tanti amici, e né io né il padre le stiamo addosso per i compiti né la ossessionato con l'obiettivo di essere perfetta.  Mi sto chiedendo se c'è qualcosa che non capisco, e se posso aiutarla in qualche modo a vivere la scuola con più leggerezza.  Grazie a chi vorrà darmi degli spunti.",2024-12-17T13:04:52+00:00
ansia,6100658,34994356,Tristezza nel periodo natalizio,"Ogni anno ci ricasco, la mia ansia e la mia depressione aumentano e non c'è niente da fare. C'è qualcuna/o come me?",2024-12-09T17:31:03+00:00
ansia,6099881,34995324,Sintomi della depressione,"Buongiorno a tutti Io vorrei sapere se anche voi che soffrite di ansia e depressione vivete un'esperienza terribile ogni mattina quando Aprite gli occhi e sentite nausea inappetenza assoluta e il vuoto dentro la testa, Nessun entusiasmo per affrontare la giornata e fare ciò che si deve fare! Io sono in cura con C per la vita ogni tanto l'ho interrotto Ed ora l'ho ripreso da poco più di 12 giorni alcuni giorni non avverto i sintomi dell'inizio cura e altri invece mi assalgono! Non crediate che io mi abbatta Lotto con tutte le mie forze e cerco di distrarmi in tutti i modi ma ogni problema che la vita mi propone mi pare insormontabile! Sto meglio Sono nel pomeriggio verso sera anche a voi succede così? Ditemi qualcosa Vi prego",2024-11-26T08:20:19+00:00
ansia,6099752,34992375,Sto male,"Ormai saranno due settimane abbondanti che ogni mattina mi sveglio con lo stomaco attorcigliato, chiuso, con un senso di tristezza o ansia, zero voglia di fare qualsiasi cosa…vorrei starmene a letto e dormire soltanto. Ma poi mi alzo sempre, vado a lavoro e faccio quello che devo fare, ma è come se lo facessi per inerzia. So già da dove deriva questo male, è che per tanto tempo mi sono creata l’illusione di stare bene, di potercela fare, ma la realtà è un’altra e io ci ho sbattuto contro in quest’ultimo periodo. Sono sola, non ho amici, ma tante conoscenze. Non è la stessa cosa. Per esempio, lo scorso capodanno ero sola, nessuno mi aveva invitata a passarlo assieme e lo stesso succederà quest’anno. Non perché io non cerchi le persone che conosco, ma perché tra gente che nel tempo si è persa e gente che sta sempre col fidanzato o ha un suo giro di amici nel quale non mi ha mai inclusa, io sono sempre stata tagliata fuori. Mi ero illusa di star bene lo stesso, che le cose potessero cambiare, ma ormai basta. Sono stanca di lottare. La mia vita non mi piace, non la so cambiare, ci ho provato, invidio chi è pieno di amici, mentre io non ho più voglia di provarci. Mi sento come se anziché vivere, stessi sopravvivendo…",2024-11-23T18:18:21+00:00
ansia,6099614,34995208,Sono tornata a casa che mi viene da piangere.,No formatter is installed for the format not-found,2024-11-21T12:36:12+00:00
ansia,6098828,34994795,Sognare l angelo della morte,"Ciao a tutte ragazze, sono nuova, ma ho letto tante discussioni su questo argomento e vorrei un vostro parere. Non mi è nuovo fare sogni premonitori ma questo di questa notte mi ha fatto venire i brividi😫 Ho sognato l angelo della morte, una donna vestita di nero con il cappuccio e tacchi neri che passava dietro di me indifferente, passando attraverso ad un muro arriva a casa mia ma qua diventa un cane , un bassotto con il mantello (potrebbe far ridere questo 😂) e cercava di oltrepassare il muro, quasi per camminarci solo ma puntualmente cadeva ma sembrava quasi sorridesse. Non ricordo bene in quale momento del sogno ma mi è stato detto ""succederà in bagno"" ma non so a cosa fosse riferito e a chi. Inoltre nel sogno sapevo che ore erano, quando mi sono svegliata l'ora non era la stessa del sogno, ora però ho paura arrivi quell'ora del sogno per paura non succeda qualcosa 😅 Ora capite bene che sono impaurita ad entrare in bagno e di stare nel punto di casa che ho visto nel sogno. Qualche buona anima che mi tranquillizza o può spiegarmi cosa significa? Ho un ansia assurda.🙏",2024-11-07T12:57:04+00:00
ansia,6098788,34994787,Sono una mamma.,Sono una mamma di 22 anni vengo da una vita difficile la mia infanzia non e stata facile.  6 anni fa i miei nonni se ne sono andati io ero incinta di mio figlio  per primo dopo due mesi che sapevo che aspettavo mio figlio mio nonno mori il che io stavo malissimo perche lui mi chiamava e mi chiedeva perche io non andavo da lui e dalla nonna e io inventavo scuse per evitare che scoprisse che io ero incinta e ik giorno prima  mi chiamò dicendo che dovevo rimanere vicino a mia nonna a tutti i costi e il giorno dopo mio nonno mori. Al quarto mese di gravidanza mia nonna morì ricordo che quando andai da lei prima che morisse lei non aveva riconosciuto nessuno e aveva riconosciuto solo me e da istinto aveva messo la mano sulla pancia e aveva detto il nome di mio figlio. Ad oggi non ho superato il lutto guardo mio figlio e mi ricorda i miei nonni ogni cosa mi ricordano loro e sto male da 6 anni e soffro di attacchi di panico e ansia e per di più ho un problema cardiaco e il mio cardiologo mi ha detto che devo stare tranquilla perché il mio cuore e molto debole e non sta pompando come dovrebbe. Aspetto vostra risposta cosa sto sbagliando?,2024-11-07T01:13:10+00:00
ansia,6098762,34981562,Confusione mentale e visiva,"Ciao a tutti! È da qualche mese che avverto confusione mentale e visiva. Ho pseudo giramenti. Mi sento sempre sbandare e la testa pesante. Come se avessi un galleggiante al suo interno. Ho consultato vari primari di neurologia, tra cui tutti gli accertamenti del caso e fortunatamente non è uscito nulla. Mi hanno parlato di possibile depressione/ansia e in realtà io ne ho sempre sofferto ma non in questo modo così pesante. Sembra di stare in una bolla e mi sembra di impazzire. C’è qualcuno che può aiutarmi? Qualcuno di voi riconosce queste sintomi? Sono spaventata.",2024-11-06T16:00:30+00:00
ansia,6097559,34986959,Io non so amare,"Ciao a tutti, sono una donna single di 48 anni. Da questa estate frequento un uomo single di 58 anni.  Non so se la nostra possa essere definita una relazione a tutti gli effetti.  Mi sono separata dal mio compagno da meno di un anno, lui la sua ex moglie da quattro. E' stato tutto bellissimo dall'inizio, eravamo due ragazzini innamorati e pieni di vita. Abbiamo riscoperto la felicità, la spensieratezza, ci siamo nuovamente emozionati. Lui ha iniziato anche a ipotizzare una vita insieme, una casa insieme. Per caso abbiamo conosciuto anche i reciproci figli.  Non mi sembrava vero. Infatti…poco dopo è sorto il primo problema. Lui conosce il mio ex e collabora con la società per cui lavora. Il mio ex ha saputo di noi e gli ha chiesto spiegazioni, pur essendo già finita tra me e lui (il mio ex). Da quel momento ci siamo visti sempre meno, di nascosto e solo per andare a letto. Ha iniziato ad avere paure e ansia. Per me è stata dura; lui è diventato più distaccato e freddo. Solo messaggi. Oggi ha pubblicato il video di una canzone di Fiorella Mannoia, ""Il peso del coraggio"". Gli ho scritto, dicendogli che lo amo ancora, che vorrei tanto dargli il mio amore e lui lo sa. ..mi ha risposto ""Io non so amare"". Avverto in lui sofferenza da tempo, perchè quando stavamo insieme eravamo veramente felici, si poteva toccare con mano. Gli ho detto che se vorrà ne potremo parlare, da amici, come ha fatto spontaneamente altre volte con me. Oppure ogni tanto fare qualcosa insieme, senza impegno, per conoscerci meglio e condividere più tempo. E' pieno di paure, insicuro… Una volta mi ha accennato di aver avuto problemi con i genitori e di bassa autostima. So di non poterlo aiutare, ma è doloroso perderlo.  Cosa potrei fare, senza assillarlo? Con discrezione, delicatezza, tatto… Ha bisogno di amore ma ha paura.",2024-10-15T13:15:56+00:00
ansia,6097376,34975993,CRISI UNIVERSITARIA,"Ciao a tutti! Sono all’inizio del secondo anno di infermieristica pediatrica e la causa del mio malessere penso sia questa. L'anno scorso ero davvero entusiasta e speravo davvero di entrare in questa facoltà. Fortunatamente ho stretto anche subito amicizia e con me era entrata anche una mia amica del liceo, quindi nonostante il percorso fosse pesante, tra lezioni e tirocinio, ho comunque affrontato l'anno con serenità. Non nego che già durante l'anno ho avuto delle titubanze, se fosse la scelta giusta, ma pensavo fossero pensieri dovuti allo stress e tutto. Però a settembre ho riniziato tirocinio e dal primo giorno sono entrata in crisi. Non so se sia dovuto anche al reparto che mi fa letteralmente schifo, però sono giunta alla consapevolezza che questa non sia la mia strada , non è quello che voglio fare. Questa professione non fa per me, mi mette angoscia ed ansia, ed io già sono una persona molto ansiosa. Un domani non credo di vedermi a fare ciò. Mi sento stupida ad averlo capito solo ora e non prima, magari avrei già cambiato anche. Ormai è tardi anche per cambiare facoltà, anche perchè non saprei con certezza cosa fare. Mi sento una fallita e non so se continuare o abbandonare e prendermi quest'anno per riflettere .",2024-10-11T13:49:30+00:00
ansia,6097026,34993774,"Post separazione, nuova compagna, figlie e malessere","Ciao, scrivo per un confronto su un momento particolare della mia vita. Ho deciso di separarmi da mia moglie dopo un periodo difficile e la goccia che ha fatto traboccare il vaso è stata la conoscenza di una donna (Anna) di cui mi sono innamorato e con cui convivo da quando sono andato via. È successo tutto molto velocemente: a dicembre l'ho detto a mia moglie, a marzo di quest'anno avevo già un'altra casa In tutto questo ho due figlie di 10 e 13 anni. Sono sempre stato un buon padre ma la condizione che alterna la mia convivenza con Anna e il mio essere padre mi mette parecchio stress: sia per Anna che è subordinata al mio calendario sia per le mie figlie, che sanno di Anna e che non vogliono nemmeno conoscerla. Se la conoscessero potremmo andare qualche volta al cinema, a prendere un gelato e questo mi farebbe stare meglio. Ma loro pensano che Anna sia la causa di tutto, mentre è stata solo la goccia che ha fatto traboccare il vaso. Capisco che sia  passato troppo poco tempo, ma soffro tantissimo il dover andar via di casa di Anna per andare a prendere le mie figlie per stare nella casa che ho in affitto (ma che non abito alla fine). Penso alle feste e penso alle mie figlie che passeranno un Natale ""diverso""...se sarò con loro, penso però a Anna da sola nel periodo di Natale. Nella mia natura ho sempre cercato di risolvere tutto e l'impotenza di una gestione di questo scenario, nonchè della risoluzione, mi mette molta ansia.  Di Anna sono molto innamorato e questo rende il tutto ancora più difficile perchè non riesco a fare ""spallucce"". Anche lei tiene a me ma, sebbene consapevole, sento che avrebbe preferito uno scenario meno complicato o una situazione un po' più facile in cui non è sola a weekend alternati o una sera durante la settimana o diversi giorni in estate o durante le feste. Ho parlato con le mie figlie spiegando loro del fatto che Anna non è stata la causa ma l'ultima tappa di un percorso più lungo. Ciò nonostante, ancora non si sentono (giustamente) pronte...ma nel frattempo io sto malissimo e la mia ansia è amplificata dal fatto che il rapporto con Anna potrebbe logorarsi perchè sicuramente non è bello doversi attenere ad un calendario in cui il proprio partner è assente. So benissimo che Anna lo sapeva già (e anche lei, che è una donna straordinaria oltre che intelligente, ne era consapevole) ma ciò non significa che lei non ne soffra e che sia contenta. A volte penso di impazzire perchè non riesco proprio a venire a capo di una soluzione, un compromesso, che metta tutti d'accordo.  La mia ormai ex moglie non è per niente collaborativa e, anche in questo caso, lo capisco perchè anche lei vede il mio abbandono legato a Anna, mentre io so che, se Anna domani non dovesse esserci più, non tornerei con mia moglie perchè ormai da tempo si era rotto qualcosa su più fronti, purtroppo.   A questo si aggiunge l'ulteriore senso di colpa che ogni volta mi sembra come se dovessi scegliere tra le mie figlie e Anna...quando le lascio, non vedo l'ora di tornare a casa...ma questo non significa che non vedevo l'ora di lasciare le mie figlie...mi sarebbe tanto piaciuto invece passare una serata tutti insieme...e un giorno spero che potrà essere così. Vedo però un atteggiamento, specie della più grande  molto molto chiuso e le festività all'orizzonte mi preoccupano decisamente. Il sapere Anna da sola a Natale o Capodanno mi mette moltissima ansia. Lei tra l'altro non mi tranquillizza con cose del tipo ""non ti preoccupare...in un modo faremo...alla fine si tratta di un giorno...che importa se è capodanno o natale quando ci sono tanti altri giorni nell'anno"". Capisco che questa è una riflessione molto egoista e proprio per questo ci sto male...perchè è chiaro che non fa piacere a nessuno rimanere da solo a casa nelle festività. Mi farebbe piacere quindi un confronto non retorico (capisco che eticamente non è nemmeno il massimo) con chi magari è già passato in situazioni di questo tipo",2024-10-04T09:18:02+00:00
ansia,6096960,34978234,Sono triste per favore datemi un aiuto,"Ho abitato per tanti anni in una casa in affitto, purtroppo il proprietario ha deciso di venderla e devo andarmene. Ho avuto poco tempo per trovare un alloggio, pochissimo tempo, gli affitti sono introvabili e non avevo voglia di comprare una casa cosi' al volo. Ho trovato una casa in collina fuori dalla citta', si bel posto ma completamente diverso a dove vivo da 40 anni. Mi sta venendo un'ansia pazzesca, ho paura di pentirmene, provo una malinconia pazzesca per lasciare questa zona e questa casa. Vorrei tornare indietro ma la voglia di provare c'e' e poi non ho alternative!  Come superare questo momento?",2024-10-03T06:45:25+00:00
ansia,6096956,34986874,Attacco di ansia,"ciao a tutti, sono le undici e dal nulla mi è venuto un attacco di ansia. In realtà il motivo è la paura di vomitare. Devo aver digerito poco e mi è venuta paura di vomitare. Ho preso dello zenzero e la situazione va meglio. Mi capita spesso di stare così quando avverto queste sensazioni di malessere. So che se dovesse capitare comunque lo affronto ma il pensiero mi distrugge.  Qualcuna come me?",2024-10-02T21:11:00+00:00
ansia,6096939,34991845,Mamma più consapevole,"Ciao a tutti... Questo è il 3 post che scrivo... Tutto va x il meglio...comprese le mie consapevolezze... Ho una splendida bimba di 3 anni e 3 mesi... Sto crescendo mia figlia da sola...essere la sua mamma giustamente non va a giorni alterni,o solo due ore tre in alcune giornate cosi come invece x i nonni o il padre. Tutte quelle ansie e malesseri dentro di me stanno diminuendo notevolmente. Anche se da ieri la mia stanchezza era talmente tanta che facevo fatica a reggermi in piedi... Così la pazienza non è stata molto presente, e così mi ritrovo un po' così .. dispiaciuta x lei. Quando si sveglierà le chiederò scusa x i modi ..e come mi ha già sentito purtroppo ribadirò che trattasi di stanchezza. Ora vorrei dare forza a chi come me la forza x due a volte l abbandona .. ma eccoci... Spero solo che mia figlia crescerà bene Senza sentirsi addosso questi momenti poco dolci e poco gioiosi",2024-10-02T17:04:58+00:00
ansia,6096740,34975993,PROBLEMI UNIVERSITARI,"Ciao a tutti! Scrivo a questo forum perché ultimamente mi sento un tanto giù e vorrei un consiglio. Ad ottobre inizio il secondo anno di infermieristica pediatrica e la causa del mio malessere penso sia questa. L'anno scorso ero davvero entusiasta e speravo davvero di entrare in questa facoltà. Fortunatamente ho stretto anche subito amicizia e con me era entrata anche una mia amica del liceo, quindi nonostante il percorso fosse pesante, tra lezioni e tirocinio, ho comunque affrontato l'anno con serenità. Non nego che già durante l'anno ho avuto delle titubanze, se fosse la scelta giusta, ma pensavo fossero pensieri dovuti allo stress e tutto.  Però a settembre ho riniziato tirocinio e dal primo giorno sono entrata in crisi. Non so se sia dovuto anche al reparto che mi fa letteralmente schifo, però sono giunta alla consapevolezza che questa non sia la mia strada , non è quello che voglio fare. Questa professione non fa per me, mi mette angoscia ed ansia, ed io già sono una persona molto ansiosa.          Un domani non credo di vedermi a fare ciò. Da un mese a questa parte sto davvero male, piango letteralmente tutti i giorni perché mi sento in trappola. Ormai è tardi anche per cambiare facoltà, anche perchè non saprei con certezza cosa fare. Mi sento una fallita e non so se continuare o abbandonare e prendermi quest'anno per riflettere .",2024-09-28T18:38:33+00:00
